log_id,text,region,language,actual_intent,actual_sentiment
LOG_0423,I am not satisfied with the service. Please refund my last payment immediately.,West,English,refund_request,Satisfied
LOG_0424,I have a question about my invoice 3320. My credit card was charged twice.,North,English,billing,Satisfied
LOG_0425,I forgot my password and the recovery email is not arriving. Pin code: 1234 (PII Example),North,Hindi,login_issue,Neutral
LOG_0426,The application keeps crashing on my mobile device. I tried restarting but it didn't help.,West,French,tech_support,Satisfied
LOG_0427,I FORGOT MY PASSWORD AND THE RECOVERY EMAIL IS NOT ARRIVING. PIN CODE: 1234 (PII EXAMPLE) !!! URGENT HELP NEEDED !!!,South,Spanish,login_issue,Frustrated
LOG_0428,I forgot my password and the recovery email is not arriving. Pin code: 1234 (PII Example),North,French,login_issue,Neutral
LOG_0429,I have a question about my invoice 2274. My credit card was charged twice.,North,French,billing,Neutral
LOG_0430,The application keeps crashing on my mobile device. I tried restarting but it didn't help.,North,Hindi,tech_support,Frustrated
LOG_0431,The application keeps crashing on my mobile device. I tried restarting but it didn't help.,East,English,tech_support,Neutral
LOG_0432,The application keeps crashing on my mobile device. I tried restarting but it didn't help.,West,French,tech_support,Neutral
LOG_0433,I HAVE A QUESTION ABOUT MY INVOICE 1547. MY CREDIT CARD WAS CHARGED TWICE. !!! URGENT HELP NEEDED !!!,South,French,billing,Frustrated
LOG_0434,The application keeps crashing on my mobile device. I tried restarting but it didn't help.,East,Hindi,tech_support,Neutral
LOG_0435,I forgot my password and the recovery email is not arriving. Pin code: 1234 (PII Example) My email is user435@example.com and my phone is 555-0199.,North,Hindi,login_issue,Neutral
LOG_0436,I have a question about my invoice 6424. My credit card was charged twice.,West,Spanish,billing,Frustrated
LOG_0437,The application keeps crashing on my mobile device. I tried restarting but it didn't help.,East,Hindi,tech_support,Satisfied
LOG_0438,I FORGOT MY PASSWORD AND THE RECOVERY EMAIL IS NOT ARRIVING. PIN CODE: 1234 (PII EXAMPLE) !!! URGENT HELP NEEDED !!!,South,English,login_issue,Frustrated
LOG_0439,I have a question about my invoice 4390. My credit card was charged twice.,West,Spanish,billing,Frustrated
LOG_0440,The application keeps crashing on my mobile device. I tried restarting but it didn't help.,North,French,tech_support,Satisfied
LOG_0441,I have a question about my invoice 7249. My credit card was charged twice.,North,French,billing,Satisfied
LOG_0442,I forgot my password and the recovery email is not arriving. Pin code: 1234 (PII Example),West,French,login_issue,Neutral
LOG_0443,I am not satisfied with the service. Please refund my last payment immediately. My email is user443@example.com and my phone is 555-0199.,North,Hindi,refund_request,Satisfied
LOG_0444,The application keeps crashing on my mobile device. I tried restarting but it didn't help.,West,Spanish,tech_support,Neutral
LOG_0445,I have a question about my invoice 3738. My credit card was charged twice.,North,French,billing,Neutral
LOG_0446,I have a question about my invoice 8133. My credit card was charged twice.,North,French,billing,Neutral
LOG_0447,I forgot my password and the recovery email is not arriving. Pin code: 1234 (PII Example),East,Hindi,login_issue,Satisfied
LOG_0448,The application keeps crashing on my mobile device. I tried restarting but it didn't help.,East,French,tech_support,Satisfied
LOG_0449,I have a question about my invoice 2641. My credit card was charged twice.,North,French,billing,Neutral
LOG_0450,The application keeps crashing on my mobile device. I tried restarting but it didn't help.,East,Hindi,tech_support,Satisfied
LOG_0451,The application keeps crashing on my mobile device. I tried restarting but it didn't help.,North,Spanish,tech_support,Neutral
LOG_0452,The application keeps crashing on my mobile device. I tried restarting but it didn't help.,West,Hindi,tech_support,Frustrated
LOG_0453,I forgot my password and the recovery email is not arriving. Pin code: 1234 (PII Example),East,English,login_issue,Neutral
LOG_0454,I AM NOT SATISFIED WITH THE SERVICE. PLEASE REFUND MY LAST PAYMENT IMMEDIATELY. !!! URGENT HELP NEEDED !!!,South,Spanish,refund_request,Frustrated
LOG_0455,I forgot my password and the recovery email is not arriving. Pin code: 1234 (PII Example),North,Spanish,login_issue,Satisfied
LOG_0456,I have a question about my invoice 9303. My credit card was charged twice.,North,Spanish,billing,Neutral
LOG_0457,THE APPLICATION KEEPS CRASHING ON MY MOBILE DEVICE. I TRIED RESTARTING BUT IT DIDN'T HELP. MY EMAIL IS USER457@EXAMPLE.COM AND MY PHONE IS 555-0199. !!! URGENT HELP NEEDED !!!,South,Spanish,tech_support,Frustrated
LOG_0458,I have a question about my invoice 6904. My credit card was charged twice.,North,French,billing,Frustrated
LOG_0459,The application keeps crashing on my mobile device. I tried restarting but it didn't help. My email is user459@example.com and my phone is 555-0199.,West,French,tech_support,Satisfied
LOG_0460,THE APPLICATION KEEPS CRASHING ON MY MOBILE DEVICE. I TRIED RESTARTING BUT IT DIDN'T HELP. !!! URGENT HELP NEEDED !!!,South,French,tech_support,Frustrated
LOG_0461,The application keeps crashing on my mobile device. I tried restarting but it didn't help.,East,English,tech_support,Neutral
LOG_0462,THE APPLICATION KEEPS CRASHING ON MY MOBILE DEVICE. I TRIED RESTARTING BUT IT DIDN'T HELP. !!! URGENT HELP NEEDED !!!,South,Spanish,tech_support,Frustrated
LOG_0463,The application keeps crashing on my mobile device. I tried restarting but it didn't help.,North,English,tech_support,Neutral
LOG_0464,I forgot my password and the recovery email is not arriving. Pin code: 1234 (PII Example),East,Hindi,login_issue,Satisfied
LOG_0465,I am not satisfied with the service. Please refund my last payment immediately.,East,Spanish,refund_request,Satisfied
LOG_0466,I forgot my password and the recovery email is not arriving. Pin code: 1234 (PII Example),East,Hindi,login_issue,Satisfied
LOG_0467,I have a question about my invoice 9475. My credit card was charged twice.,East,Hindi,billing,Satisfied
LOG_0468,I am not satisfied with the service. Please refund my last payment immediately.,East,Spanish,refund_request,Neutral
LOG_0469,THE APPLICATION KEEPS CRASHING ON MY MOBILE DEVICE. I TRIED RESTARTING BUT IT DIDN'T HELP. !!! URGENT HELP NEEDED !!!,South,Hindi,tech_support,Frustrated
LOG_0470,Could you add a dark mode to the dashboard? It's too bright at night.,West,Hindi,feature_request,Frustrated
LOG_0471,COULD YOU ADD A DARK MODE TO THE DASHBOARD? IT'S TOO BRIGHT AT NIGHT. !!! URGENT HELP NEEDED !!!,South,Hindi,feature_request,Frustrated
LOG_0472,I forgot my password and the recovery email is not arriving. Pin code: 1234 (PII Example),North,Spanish,login_issue,Satisfied
LOG_0473,I am not satisfied with the service. Please refund my last payment immediately.,East,French,refund_request,Frustrated
LOG_0474,THE APPLICATION KEEPS CRASHING ON MY MOBILE DEVICE. I TRIED RESTARTING BUT IT DIDN'T HELP. !!! URGENT HELP NEEDED !!!,South,English,tech_support,Frustrated
LOG_0475,I have a question about my invoice 4281. My credit card was charged twice.,North,Spanish,billing,Satisfied
LOG_0476,THE APPLICATION KEEPS CRASHING ON MY MOBILE DEVICE. I TRIED RESTARTING BUT IT DIDN'T HELP. MY EMAIL IS USER476@EXAMPLE.COM AND MY PHONE IS 555-0199. !!! URGENT HELP NEEDED !!!,South,Hindi,tech_support,Frustrated
LOG_0477,The application keeps crashing on my mobile device. I tried restarting but it didn't help.,East,Spanish,tech_support,Frustrated
LOG_0478,I FORGOT MY PASSWORD AND THE RECOVERY EMAIL IS NOT ARRIVING. PIN CODE: 1234 (PII EXAMPLE) !!! URGENT HELP NEEDED !!!,South,Spanish,login_issue,Frustrated
LOG_0479,I forgot my password and the recovery email is not arriving. Pin code: 1234 (PII Example),West,French,login_issue,Neutral
LOG_0480,I have a question about my invoice 1067. My credit card was charged twice.,East,Spanish,billing,Frustrated
LOG_0481,I have a question about my invoice 7284. My credit card was charged twice.,East,Hindi,billing,Neutral
LOG_0482,I forgot my password and the recovery email is not arriving. Pin code: 1234 (PII Example),North,Hindi,login_issue,Neutral
LOG_0483,The application keeps crashing on my mobile device. I tried restarting but it didn't help.,East,French,tech_support,Satisfied
LOG_0484,I forgot my password and the recovery email is not arriving. Pin code: 1234 (PII Example) My email is user484@example.com and my phone is 555-0199.,North,Spanish,login_issue,Neutral
LOG_0485,I am not satisfied with the service. Please refund my last payment immediately.,East,English,refund_request,Frustrated
LOG_0486,I have a question about my invoice 2897. My credit card was charged twice.,North,English,billing,Satisfied
LOG_0487,I forgot my password and the recovery email is not arriving. Pin code: 1234 (PII Example),West,Spanish,login_issue,Frustrated
LOG_0488,I forgot my password and the recovery email is not arriving. Pin code: 1234 (PII Example),East,Spanish,login_issue,Frustrated
LOG_0489,I have a question about my invoice 4272. My credit card was charged twice.,North,French,billing,Neutral
LOG_0490,The application keeps crashing on my mobile device. I tried restarting but it didn't help.,East,French,tech_support,Frustrated
LOG_0491,The application keeps crashing on my mobile device. I tried restarting but it didn't help. My email is user491@example.com and my phone is 555-0199.,West,Hindi,tech_support,Frustrated
LOG_0492,I forgot my password and the recovery email is not arriving. Pin code: 1234 (PII Example),West,Spanish,login_issue,Neutral
LOG_0493,The application keeps crashing on my mobile device. I tried restarting but it didn't help.,West,Hindi,tech_support,Satisfied
LOG_0494,The application keeps crashing on my mobile device. I tried restarting but it didn't help.,East,Hindi,tech_support,Neutral
LOG_0495,I AM NOT SATISFIED WITH THE SERVICE. PLEASE REFUND MY LAST PAYMENT IMMEDIATELY. !!! URGENT HELP NEEDED !!!,South,Spanish,refund_request,Frustrated
LOG_0496,I have a question about my invoice 7566. My credit card was charged twice.,East,Hindi,billing,Satisfied
LOG_0497,I forgot my password and the recovery email is not arriving. Pin code: 1234 (PII Example),West,French,login_issue,Frustrated
LOG_0498,I AM NOT SATISFIED WITH THE SERVICE. PLEASE REFUND MY LAST PAYMENT IMMEDIATELY. !!! URGENT HELP NEEDED !!!,South,English,refund_request,Frustrated
LOG_0499,I am not satisfied with the service. Please refund my last payment immediately.,West,Hindi,refund_request,Satisfied
LOG_0500,The application keeps crashing on my mobile device. I tried restarting but it didn't help.,North,French,tech_support,Frustrated
LOG_0501,I AM NOT SATISFIED WITH THE SERVICE. PLEASE REFUND MY LAST PAYMENT IMMEDIATELY. !!! URGENT HELP NEEDED !!!,South,Hindi,refund_request,Frustrated
LOG_0502,I forgot my password and the recovery email is not arriving. Pin code: 1234 (PII Example),West,Hindi,login_issue,Neutral
LOG_0503,I forgot my password and the recovery email is not arriving. Pin code: 1234 (PII Example),North,Spanish,login_issue,Satisfied
LOG_0504,THE APPLICATION KEEPS CRASHING ON MY MOBILE DEVICE. I TRIED RESTARTING BUT IT DIDN'T HELP. !!! URGENT HELP NEEDED !!!,South,Hindi,tech_support,Frustrated
LOG_0505,The application keeps crashing on my mobile device. I tried restarting but it didn't help.,West,French,tech_support,Neutral
LOG_0506,I am not satisfied with the service. Please refund my last payment immediately.,West,French,refund_request,Frustrated
LOG_0507,Could you add a dark mode to the dashboard? It's too bright at night.,North,English,feature_request,Satisfied
LOG_0508,I am not satisfied with the service. Please refund my last payment immediately.,East,Hindi,refund_request,Satisfied
LOG_0509,I have a question about my invoice 4633. My credit card was charged twice. My email is user509@example.com and my phone is 555-0199.,West,English,billing,Satisfied
LOG_0510,I have a question about my invoice 3689. My credit card was charged twice.,East,English,billing,Satisfied
LOG_0511,The application keeps crashing on my mobile device. I tried restarting but it didn't help.,North,Hindi,tech_support,Satisfied
LOG_0512,I HAVE A QUESTION ABOUT MY INVOICE 7790. MY CREDIT CARD WAS CHARGED TWICE. MY EMAIL IS USER512@EXAMPLE.COM AND MY PHONE IS 555-0199. !!! URGENT HELP NEEDED !!!,South,Hindi,billing,Frustrated
LOG_0513,I forgot my password and the recovery email is not arriving. Pin code: 1234 (PII Example),North,French,login_issue,Frustrated
LOG_0514,I forgot my password and the recovery email is not arriving. Pin code: 1234 (PII Example),North,French,login_issue,Frustrated
LOG_0515,I HAVE A QUESTION ABOUT MY INVOICE 6273. MY CREDIT CARD WAS CHARGED TWICE. !!! URGENT HELP NEEDED !!!,South,Spanish,billing,Frustrated
LOG_0516,I am not satisfied with the service. Please refund my last payment immediately.,West,French,refund_request,Satisfied
LOG_0517,I AM NOT SATISFIED WITH THE SERVICE. PLEASE REFUND MY LAST PAYMENT IMMEDIATELY. !!! URGENT HELP NEEDED !!!,South,Spanish,refund_request,Frustrated
LOG_0518,I forgot my password and the recovery email is not arriving. Pin code: 1234 (PII Example),East,Spanish,login_issue,Neutral
LOG_0519,I forgot my password and the recovery email is not arriving. Pin code: 1234 (PII Example),East,English,login_issue,Satisfied
LOG_0520,The application keeps crashing on my mobile device. I tried restarting but it didn't help.,West,English,tech_support,Neutral
LOG_0521,I forgot my password and the recovery email is not arriving. Pin code: 1234 (PII Example) My email is user521@example.com and my phone is 555-0199.,East,Spanish,login_issue,Neutral
LOG_0522,The application keeps crashing on my mobile device. I tried restarting but it didn't help.,North,Hindi,tech_support,Neutral
LOG_0523,I am not satisfied with the service. Please refund my last payment immediately. My email is user523@example.com and my phone is 555-0199.,West,Spanish,refund_request,Satisfied
LOG_0524,I have a question about my invoice 5117. My credit card was charged twice.,East,English,billing,Satisfied
LOG_0525,I AM NOT SATISFIED WITH THE SERVICE. PLEASE REFUND MY LAST PAYMENT IMMEDIATELY. !!! URGENT HELP NEEDED !!!,South,Hindi,refund_request,Frustrated
LOG_0526,I have a question about my invoice 2220. My credit card was charged twice.,East,French,billing,Frustrated
LOG_0527,I have a question about my invoice 5572. My credit card was charged twice.,North,French,billing,Frustrated
LOG_0528,I forgot my password and the recovery email is not arriving. Pin code: 1234 (PII Example),East,English,login_issue,Neutral
LOG_0529,I forgot my password and the recovery email is not arriving. Pin code: 1234 (PII Example),East,French,login_issue,Neutral
LOG_0530,I forgot my password and the recovery email is not arriving. Pin code: 1234 (PII Example),North,Spanish,login_issue,Frustrated
LOG_0531,The application keeps crashing on my mobile device. I tried restarting but it didn't help.,East,Hindi,tech_support,Neutral
LOG_0532,I am not satisfied with the service. Please refund my last payment immediately.,North,Hindi,refund_request,Satisfied
LOG_0533,I forgot my password and the recovery email is not arriving. Pin code: 1234 (PII Example),West,English,login_issue,Satisfied
LOG_0534,I have a question about my invoice 4154. My credit card was charged twice.,West,French,billing,Frustrated
LOG_0535,I forgot my password and the recovery email is not arriving. Pin code: 1234 (PII Example),North,Spanish,login_issue,Frustrated
LOG_0536,THE APPLICATION KEEPS CRASHING ON MY MOBILE DEVICE. I TRIED RESTARTING BUT IT DIDN'T HELP. !!! URGENT HELP NEEDED !!!,South,French,tech_support,Frustrated
LOG_0537,The application keeps crashing on my mobile device. I tried restarting but it didn't help.,West,English,tech_support,Neutral
LOG_0538,I have a question about my invoice 5127. My credit card was charged twice.,North,English,billing,Neutral
LOG_0539,I forgot my password and the recovery email is not arriving. Pin code: 1234 (PII Example) My email is user539@example.com and my phone is 555-0199.,East,French,login_issue,Neutral
LOG_0540,The application keeps crashing on my mobile device. I tried restarting but it didn't help.,North,English,tech_support,Frustrated
LOG_0541,I forgot my password and the recovery email is not arriving. Pin code: 1234 (PII Example),East,English,login_issue,Frustrated
LOG_0542,I HAVE A QUESTION ABOUT MY INVOICE 7406. MY CREDIT CARD WAS CHARGED TWICE. !!! URGENT HELP NEEDED !!!,South,Spanish,billing,Frustrated
LOG_0543,Could you add a dark mode to the dashboard? It's too bright at night.,East,Spanish,feature_request,Neutral
LOG_0544,I HAVE A QUESTION ABOUT MY INVOICE 7456. MY CREDIT CARD WAS CHARGED TWICE. !!! URGENT HELP NEEDED !!!,South,English,billing,Frustrated
LOG_0545,I am not satisfied with the service. Please refund my last payment immediately.,North,Hindi,refund_request,Neutral
LOG_0546,I FORGOT MY PASSWORD AND THE RECOVERY EMAIL IS NOT ARRIVING. PIN CODE: 1234 (PII EXAMPLE) !!! URGENT HELP NEEDED !!!,South,Spanish,login_issue,Frustrated
LOG_0547,The application keeps crashing on my mobile device. I tried restarting but it didn't help.,North,French,tech_support,Frustrated
LOG_0548,THE APPLICATION KEEPS CRASHING ON MY MOBILE DEVICE. I TRIED RESTARTING BUT IT DIDN'T HELP. !!! URGENT HELP NEEDED !!!,South,French,tech_support,Frustrated
LOG_0549,THE APPLICATION KEEPS CRASHING ON MY MOBILE DEVICE. I TRIED RESTARTING BUT IT DIDN'T HELP. !!! URGENT HELP NEEDED !!!,South,English,tech_support,Frustrated
LOG_0550,I am not satisfied with the service. Please refund my last payment immediately.,West,French,refund_request,Satisfied
LOG_0551,I AM NOT SATISFIED WITH THE SERVICE. PLEASE REFUND MY LAST PAYMENT IMMEDIATELY. !!! URGENT HELP NEEDED !!!,South,English,refund_request,Frustrated
LOG_0552,The application keeps crashing on my mobile device. I tried restarting but it didn't help.,East,Spanish,tech_support,Satisfied
LOG_0553,I have a question about my invoice 2343. My credit card was charged twice.,West,English,billing,Neutral
LOG_0554,COULD YOU ADD A DARK MODE TO THE DASHBOARD? IT'S TOO BRIGHT AT NIGHT. !!! URGENT HELP NEEDED !!!,South,Hindi,feature_request,Frustrated
LOG_0555,The application keeps crashing on my mobile device. I tried restarting but it didn't help. My email is user555@example.com and my phone is 555-0199.,North,French,tech_support,Frustrated
LOG_0556,The application keeps crashing on my mobile device. I tried restarting but it didn't help.,West,Spanish,tech_support,Satisfied
LOG_0557,THE APPLICATION KEEPS CRASHING ON MY MOBILE DEVICE. I TRIED RESTARTING BUT IT DIDN'T HELP. !!! URGENT HELP NEEDED !!!,South,French,tech_support,Frustrated
LOG_0558,I am not satisfied with the service. Please refund my last payment immediately.,North,Spanish,refund_request,Neutral
LOG_0559,THE APPLICATION KEEPS CRASHING ON MY MOBILE DEVICE. I TRIED RESTARTING BUT IT DIDN'T HELP. !!! URGENT HELP NEEDED !!!,South,French,tech_support,Frustrated
LOG_0560,THE APPLICATION KEEPS CRASHING ON MY MOBILE DEVICE. I TRIED RESTARTING BUT IT DIDN'T HELP. !!! URGENT HELP NEEDED !!!,South,English,tech_support,Frustrated
LOG_0561,I forgot my password and the recovery email is not arriving. Pin code: 1234 (PII Example),East,French,login_issue,Satisfied
LOG_0562,The application keeps crashing on my mobile device. I tried restarting but it didn't help.,East,Spanish,tech_support,Neutral
LOG_0563,The application keeps crashing on my mobile device. I tried restarting but it didn't help.,East,French,tech_support,Satisfied
LOG_0564,The application keeps crashing on my mobile device. I tried restarting but it didn't help.,West,French,tech_support,Neutral
LOG_0565,The application keeps crashing on my mobile device. I tried restarting but it didn't help.,North,Hindi,tech_support,Neutral
LOG_0566,I FORGOT MY PASSWORD AND THE RECOVERY EMAIL IS NOT ARRIVING. PIN CODE: 1234 (PII EXAMPLE) !!! URGENT HELP NEEDED !!!,South,French,login_issue,Frustrated
LOG_0567,I FORGOT MY PASSWORD AND THE RECOVERY EMAIL IS NOT ARRIVING. PIN CODE: 1234 (PII EXAMPLE) !!! URGENT HELP NEEDED !!!,South,Spanish,login_issue,Frustrated
LOG_0568,THE APPLICATION KEEPS CRASHING ON MY MOBILE DEVICE. I TRIED RESTARTING BUT IT DIDN'T HELP. !!! URGENT HELP NEEDED !!!,South,Spanish,tech_support,Frustrated
LOG_0569,The application keeps crashing on my mobile device. I tried restarting but it didn't help.,North,Spanish,tech_support,Neutral
LOG_0570,I forgot my password and the recovery email is not arriving. Pin code: 1234 (PII Example),East,English,login_issue,Frustrated
LOG_0571,I forgot my password and the recovery email is not arriving. Pin code: 1234 (PII Example),West,Spanish,login_issue,Frustrated
LOG_0572,The application keeps crashing on my mobile device. I tried restarting but it didn't help.,East,French,tech_support,Frustrated
LOG_0573,Could you add a dark mode to the dashboard? It's too bright at night.,North,Spanish,feature_request,Frustrated
LOG_0574,I have a question about my invoice 3135. My credit card was charged twice.,North,English,billing,Neutral
LOG_0575,The application keeps crashing on my mobile device. I tried restarting but it didn't help.,West,French,tech_support,Frustrated
LOG_0576,Could you add a dark mode to the dashboard? It's too bright at night.,West,French,feature_request,Satisfied
LOG_0577,The application keeps crashing on my mobile device. I tried restarting but it didn't help.,West,Spanish,tech_support,Satisfied
LOG_0578,I FORGOT MY PASSWORD AND THE RECOVERY EMAIL IS NOT ARRIVING. PIN CODE: 1234 (PII EXAMPLE) !!! URGENT HELP NEEDED !!!,South,English,login_issue,Frustrated
LOG_0579,I forgot my password and the recovery email is not arriving. Pin code: 1234 (PII Example),North,French,login_issue,Frustrated
LOG_0580,I forgot my password and the recovery email is not arriving. Pin code: 1234 (PII Example),East,Hindi,login_issue,Neutral
LOG_0581,I have a question about my invoice 8925. My credit card was charged twice.,West,French,billing,Satisfied
LOG_0582,I am not satisfied with the service. Please refund my last payment immediately.,West,Spanish,refund_request,Frustrated
LOG_0583,I AM NOT SATISFIED WITH THE SERVICE. PLEASE REFUND MY LAST PAYMENT IMMEDIATELY. MY EMAIL IS USER583@EXAMPLE.COM AND MY PHONE IS 555-0199. !!! URGENT HELP NEEDED !!!,South,French,refund_request,Frustrated
LOG_0584,I forgot my password and the recovery email is not arriving. Pin code: 1234 (PII Example),West,English,login_issue,Frustrated
LOG_0585,Could you add a dark mode to the dashboard? It's too bright at night.,East,Spanish,feature_request,Satisfied
LOG_0586,I forgot my password and the recovery email is not arriving. Pin code: 1234 (PII Example),North,Spanish,login_issue,Satisfied
LOG_0587,I AM NOT SATISFIED WITH THE SERVICE. PLEASE REFUND MY LAST PAYMENT IMMEDIATELY. !!! URGENT HELP NEEDED !!!,South,English,refund_request,Frustrated
LOG_0588,I forgot my password and the recovery email is not arriving. Pin code: 1234 (PII Example),East,Spanish,login_issue,Satisfied
LOG_0589,I forgot my password and the recovery email is not arriving. Pin code: 1234 (PII Example) My email is user589@example.com and my phone is 555-0199.,West,Spanish,login_issue,Frustrated
LOG_0590,The application keeps crashing on my mobile device. I tried restarting but it didn't help.,East,Hindi,tech_support,Frustrated
LOG_0591,I forgot my password and the recovery email is not arriving. Pin code: 1234 (PII Example) My email is user591@example.com and my phone is 555-0199.,West,English,login_issue,Frustrated
LOG_0592,I forgot my password and the recovery email is not arriving. Pin code: 1234 (PII Example),North,Hindi,login_issue,Satisfied
LOG_0593,I FORGOT MY PASSWORD AND THE RECOVERY EMAIL IS NOT ARRIVING. PIN CODE: 1234 (PII EXAMPLE) !!! URGENT HELP NEEDED !!!,South,Hindi,login_issue,Frustrated
LOG_0594,I have a question about my invoice 2106. My credit card was charged twice.,North,French,billing,Neutral
LOG_0595,THE APPLICATION KEEPS CRASHING ON MY MOBILE DEVICE. I TRIED RESTARTING BUT IT DIDN'T HELP. !!! URGENT HELP NEEDED !!!,South,Hindi,tech_support,Frustrated
LOG_0596,The application keeps crashing on my mobile device. I tried restarting but it didn't help.,East,Spanish,tech_support,Neutral
LOG_0597,I forgot my password and the recovery email is not arriving. Pin code: 1234 (PII Example),West,Hindi,login_issue,Neutral
LOG_0598,The application keeps crashing on my mobile device. I tried restarting but it didn't help.,West,Spanish,tech_support,Frustrated
LOG_0599,I HAVE A QUESTION ABOUT MY INVOICE 2747. MY CREDIT CARD WAS CHARGED TWICE. !!! URGENT HELP NEEDED !!!,South,Hindi,billing,Frustrated
LOG_0600,I forgot my password and the recovery email is not arriving. Pin code: 1234 (PII Example) My email is user600@example.com and my phone is 555-0199.,North,French,login_issue,Satisfied
LOG_0601,I am not satisfied with the service. Please refund my last payment immediately.,West,Hindi,refund_request,Neutral
LOG_0602,The application keeps crashing on my mobile device. I tried restarting but it didn't help.,West,French,tech_support,Neutral
LOG_0603,I am not satisfied with the service. Please refund my last payment immediately.,West,English,refund_request,Satisfied
LOG_0604,I have a question about my invoice 5306. My credit card was charged twice.,East,Hindi,billing,Satisfied
LOG_0605,The application keeps crashing on my mobile device. I tried restarting but it didn't help.,East,Spanish,tech_support,Satisfied
LOG_0606,I have a question about my invoice 3148. My credit card was charged twice.,East,French,billing,Neutral
LOG_0607,I forgot my password and the recovery email is not arriving. Pin code: 1234 (PII Example),East,Spanish,login_issue,Satisfied
LOG_0608,The application keeps crashing on my mobile device. I tried restarting but it didn't help.,North,Spanish,tech_support,Satisfied
LOG_0609,I forgot my password and the recovery email is not arriving. Pin code: 1234 (PII Example) My email is user609@example.com and my phone is 555-0199.,West,Hindi,login_issue,Frustrated
LOG_0610,I FORGOT MY PASSWORD AND THE RECOVERY EMAIL IS NOT ARRIVING. PIN CODE: 1234 (PII EXAMPLE) !!! URGENT HELP NEEDED !!!,South,Hindi,login_issue,Frustrated
LOG_0611,I forgot my password and the recovery email is not arriving. Pin code: 1234 (PII Example) My email is user611@example.com and my phone is 555-0199.,East,Hindi,login_issue,Frustrated
LOG_0612,THE APPLICATION KEEPS CRASHING ON MY MOBILE DEVICE. I TRIED RESTARTING BUT IT DIDN'T HELP. !!! URGENT HELP NEEDED !!!,South,Spanish,tech_support,Frustrated
LOG_0613,The application keeps crashing on my mobile device. I tried restarting but it didn't help.,West,French,tech_support,Neutral
LOG_0614,I FORGOT MY PASSWORD AND THE RECOVERY EMAIL IS NOT ARRIVING. PIN CODE: 1234 (PII EXAMPLE) !!! URGENT HELP NEEDED !!!,South,Hindi,login_issue,Frustrated
LOG_0615,The application keeps crashing on my mobile device. I tried restarting but it didn't help.,North,Spanish,tech_support,Satisfied
LOG_0616,I am not satisfied with the service. Please refund my last payment immediately.,East,French,refund_request,Frustrated
LOG_0617,I am not satisfied with the service. Please refund my last payment immediately. My email is user617@example.com and my phone is 555-0199.,North,Spanish,refund_request,Frustrated
LOG_0618,I have a question about my invoice 8752. My credit card was charged twice.,North,English,billing,Frustrated
LOG_0619,I have a question about my invoice 3544. My credit card was charged twice. My email is user619@example.com and my phone is 555-0199.,West,English,billing,Satisfied
LOG_0620,The application keeps crashing on my mobile device. I tried restarting but it didn't help.,East,Spanish,tech_support,Frustrated
LOG_0621,I HAVE A QUESTION ABOUT MY INVOICE 6846. MY CREDIT CARD WAS CHARGED TWICE. !!! URGENT HELP NEEDED !!!,South,English,billing,Frustrated
LOG_0622,I am not satisfied with the service. Please refund my last payment immediately.,East,French,refund_request,Neutral
LOG_0623,I forgot my password and the recovery email is not arriving. Pin code: 1234 (PII Example),West,French,login_issue,Neutral
LOG_0624,The application keeps crashing on my mobile device. I tried restarting but it didn't help.,West,Hindi,tech_support,Frustrated
LOG_0625,I AM NOT SATISFIED WITH THE SERVICE. PLEASE REFUND MY LAST PAYMENT IMMEDIATELY. !!! URGENT HELP NEEDED !!!,South,Hindi,refund_request,Frustrated
LOG_0626,I forgot my password and the recovery email is not arriving. Pin code: 1234 (PII Example),East,English,login_issue,Neutral
LOG_0627,The application keeps crashing on my mobile device. I tried restarting but it didn't help.,West,French,tech_support,Satisfied
LOG_0628,I HAVE A QUESTION ABOUT MY INVOICE 4924. MY CREDIT CARD WAS CHARGED TWICE. !!! URGENT HELP NEEDED !!!,South,Hindi,billing,Frustrated
LOG_0629,I forgot my password and the recovery email is not arriving. Pin code: 1234 (PII Example),East,Hindi,login_issue,Frustrated
LOG_0630,I HAVE A QUESTION ABOUT MY INVOICE 8460. MY CREDIT CARD WAS CHARGED TWICE. !!! URGENT HELP NEEDED !!!,South,Hindi,billing,Frustrated
LOG_0631,I have a question about my invoice 1317. My credit card was charged twice.,East,French,billing,Neutral
LOG_0632,THE APPLICATION KEEPS CRASHING ON MY MOBILE DEVICE. I TRIED RESTARTING BUT IT DIDN'T HELP. !!! URGENT HELP NEEDED !!!,South,English,tech_support,Frustrated
LOG_0633,I have a question about my invoice 1241. My credit card was charged twice.,North,Spanish,billing,Satisfied
LOG_0634,I forgot my password and the recovery email is not arriving. Pin code: 1234 (PII Example),West,Hindi,login_issue,Neutral
LOG_0635,I have a question about my invoice 8702. My credit card was charged twice.,East,French,billing,Satisfied
LOG_0636,I have a question about my invoice 5078. My credit card was charged twice.,West,English,billing,Neutral
LOG_0637,I forgot my password and the recovery email is not arriving. Pin code: 1234 (PII Example),North,Spanish,login_issue,Satisfied
LOG_0638,The application keeps crashing on my mobile device. I tried restarting but it didn't help.,East,Spanish,tech_support,Satisfied
LOG_0639,I have a question about my invoice 1853. My credit card was charged twice.,West,Hindi,billing,Frustrated
LOG_0640,The application keeps crashing on my mobile device. I tried restarting but it didn't help.,North,Spanish,tech_support,Frustrated
